artist,song,genre,year,danceability,energy,duration_ms,explicit,,,,,,,,,
Ashanti,Baby,"hip hop, pop, R&B",2002,0.567,0.58,265706,TRUE,,,,,,,,,
Sophie Ellis-Bextor,Murder On The Dancefloor,"pop, Dance/Electronic",2002,0.734,0.848,230013,FALSE,,,,,,,,,
Justin Timberlake,Like I Love You,pop,2002,0.853,0.811,283626,FALSE,,,,,,,,,
Mary J. Blige,Rainy Dayz,"pop, R&B",2001,0.412,0.667,276373,FALSE,,,,,,,,,
A1,Caught in the Middle,pop,2001,0.519,0.874,206466,FALSE,,,,,,,,,
Eminem,Cleanin' Out My Closet,hip hop,2002,0.908,0.758,297840,TRUE,,,,,,,,,
Ashanti,Happy,"hip hop, pop, R&B",2002,0.727,0.515,262226,TRUE,,,,,,,,,
Delta Goodrem,Born to Try,pop,2003,0.542,0.589,251280,FALSE,,,,,,,,,
P!nk,Get the Party Started,pop,2001,0.802,0.903,192533,FALSE,,,,,,,,,
Alicia Keys,A Woman's Worth,"pop, R&B",2001,0.652,0.41,303333,FALSE,,,,,,,,,
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,pop,2002,0.838,0.764,161240,FALSE,,,,,,,,,
Coldplay,Clocks,"rock, pop",2002,0.577,0.749,307879,FALSE,,,,,,,,,
Missy Elliott,Work It,"hip hop, pop, R&B",2002,0.884,0.677,263226,TRUE,,,,,,,,,
Ronan Keating,If Tomorrow Never Comes,"pop, rock",2002,0.555,0.496,214306,FALSE,,,,,,,,,
Big Tymers,Still Fly,"hip hop, pop",2002,0.675,0.607,335613,TRUE,,,,,,,,,
Creed,My Sacrifice,"pop, rock, metal",2001,0.32,0.88,294600,FALSE,,,,,,,,,
Ja Rule,Always On Time,"hip hop, pop, R&B",2001,0.839,0.706,245133,TRUE,,,,,,,,,
Ashanti,Foolish,"hip hop, pop, R&B",2002,0.665,0.695,227386,TRUE,,,,,,,,,
Avril Lavigne,Sk8er Boi,pop,2002,0.487,0.9,204000,FALSE,,,,,,,,,
DJ Sammy,Heaven,pop,2002,0.571,0.953,233600,FALSE,,,,,,,,,
Britney Spears,"I'm Not a Girl, Not Yet a Woman",pop,2001,0.534,0.543,231066,FALSE,,,,,,,,,
Cam’ron,Oh Boy,"hip hop, pop",2002,0.754,0.767,204706,TRUE,,,,,,,,,
Red Hot Chili Peppers,By the Way,rock,2002,0.451,0.97,216933,FALSE,,,,,,,,,
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,"rock, easy listening",2002,0.597,0.97,211506,FALSE,,,,,,,,,
Atomic Kitten,The Tide Is High - Radio Mix,pop,2002,0.783,0.649,206093,FALSE,,,,,,,,,
*NSYNC,Girlfriend,pop,2001,0.745,0.807,253600,FALSE,,,,,,,,,
Robbie Williams,Somethin' Stupid,"pop, rock",2001,0.654,0.515,170493,FALSE,,,,,,,,,
Alanis Morissette,Hands Clean,"pop, Folk/Acoustic",2002,0.513,0.82,269400,FALSE,,,,,,,,,
Usher,U Don't Have to Call,"hip hop, pop, R&B",2001,0.793,0.568,269400,TRUE,,,,,,,,,
Creed,One Last Breath - Radio Version,"pop, rock, metal",2015,0.38,0.725,242000,FALSE,,,,,,,,,
The Goo Goo Dolls,Here Is Gone,"pop, rock",2002,0.338,0.685,238173,FALSE,,,,,,,,,
Puddle Of Mudd,She Hates Me,"rock, metal",2001,0.58,0.748,216760,TRUE,,,,,,,,,
Ludacris,Rollout (My Business),"hip hop, pop",2001,0.921,0.668,296586,TRUE,,,,,,,,,
Blazin' Squad,Crossroads - Radio Edit,set(),2012,0.661,0.746,188693,FALSE,,,,,,,,,
Default,Wasting My Time,"rock, pop, metal",2001,0.443,0.769,268693,FALSE,,,,,,,,,
Michelle Branch,All You Wanted,"pop, Folk/Acoustic",2001,0.499,0.72,217680,FALSE,,,,,,,,,
Daniel Bedingfield,If You're Not The One,pop,2002,0.688,0.538,257026,FALSE,,,,,,,,,
Enrique Iglesias,Escape,"pop, latin",2001,0.776,0.844,208626,FALSE,,,,,,,,,
Puddle Of Mudd,Blurry,"rock, metal",2001,0.432,0.936,303920,FALSE,,,,,,,,,
Coldplay,In My Place,"rock, pop",2002,0.424,0.588,226680,FALSE,,,,,,,,,
Outkast,The Whole World (feat. Killer Mike),"hip hop, pop",2001,0.814,0.852,295346,TRUE,,,,,,,,,
P!nk,Don't Let Me Get Me - Radio Edit,pop,2001,0.624,0.85,210693,FALSE,,,,,,,,,
50 Cent,In Da Club,"hip hop, pop",2003,0.899,0.713,193466,TRUE,,,,,,,,,
Sean Paul,Get Busy,"hip hop, pop",2002,0.735,0.824,211666,FALSE,,,,,,,,,
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",hip hop,2004,0.686,0.735,322226,TRUE,,,,,,,,,
Beyoncé,Crazy In Love (feat. Jay-Z),"pop, R&B",2003,0.646,0.77,236133,FALSE,,,,,,,,,
Counting Crows,Big Yellow Taxi,"rock, pop",2003,0.669,0.873,225426,FALSE,,,,,,,,,
Black Eyed Peas,Where Is The Love?,"hip hop, pop",2003,0.835,0.687,272533,FALSE,,,,,,,,,
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"hip hop, pop, R&B",2002,0.845,0.768,187840,FALSE,,,,,,,,,
Black Eyed Peas,Shut Up,"hip hop, pop",2003,0.81,0.714,296186,FALSE,,,,,,,,,
t.A.T.u.,All The Things She Said,pop,2020,0.527,0.834,214440,TRUE,,,,,,,,,
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,"pop, Dance/Electronic",2003,0.793,0.698,285570,FALSE,,,,,,,,,
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),"hip hop, pop",2002,0.648,0.759,324306,TRUE,,,,,,,,,
Panjabi MC,Mundian to Bach Ke,"World/Traditional, hip hop",2003,0.778,0.879,244666,FALSE,,,,,,,,,
Mis-Teeq,Scandalous - U.S. Radio Edit,"pop, Dance/Electronic",2004,0.734,0.668,238840,FALSE,,,,,,,,,
JAY-Z,03' Bonnie & Clyde,hip hop,2002,0.759,0.678,205560,TRUE,,,,,,,,,
50 Cent,P.I.M.P.,"hip hop, pop",2003,0.712,0.772,249480,TRUE,,,,,,,,,
Jamelia,Superstar,pop,2003,0.801,0.645,215480,FALSE,,,,,,,,,
Linkin Park,Faint,"rock, metal",2003,0.554,0.978,162600,FALSE,,,,,,,,,
DMX,X Gon' Give It To Ya,"hip hop, pop",2007,0.761,0.899,217586,TRUE,,,,,,,,,
Evanescence,Bring Me To Life,metal,2003,0.331,0.943,235893,FALSE,,,,,,,,,
Sugababes,Hole In The Head,"pop, R&B",2003,0.785,0.933,218173,FALSE,,,,,,,,,
Craig David,Rise & Fall (feat. Sting),"hip hop, pop, R&B",2002,0.405,0.589,287226,FALSE,,,,,,,,,
Three Days Grace,I Hate Everything About You,"rock, metal",2003,0.498,0.83,231480,FALSE,,,,,,,,,
Lil Jon & The East Side Boyz,Get Low,"hip hop, pop",2002,0.78,0.604,324600,FALSE,,,,,,,,,
B2K,"Bump, Bump, Bump (feat. P. Diddy)","hip hop, pop, R&B",2003,0.835,0.68,282773,FALSE,,,,,,,,,
Baby Bash,Suga Suga,"hip hop, pop, R&B, latin",2003,0.662,0.748,239026,FALSE,,,,,,,,,
Aaliyah,Miss You - Main,"hip hop, pop, R&B",2002,0.602,0.34,245240,FALSE,,,,,,,,,
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,pop,2003,0.804,0.836,223773,FALSE,,,,,,,,,
Blue,Sorry Seems To Be The Hardest Word,pop,2004,0.564,0.6,210066,FALSE,,,,,,,,,
Delta Goodrem,Lost Without You,pop,2003,0.581,0.747,248546,FALSE,,,,,,,,,
Justin Timberlake,Rock Your Body,pop,2002,0.892,0.714,267266,FALSE,,,,,,,,,
The White Stripes,Seven Nation Army,"rock, blues",2003,0.741,0.469,231920,FALSE,,,,,,,,,
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,"hip hop, pop",2003,0.772,0.724,298600,TRUE,,,,,,,,,
Beyoncé,Baby Boy (feat. Sean Paul),"pop, R&B",2003,0.655,0.488,244826,FALSE,,,,,,,,,
Lil' Kim,Magic Stick,"hip hop, pop, R&B",2019,0.849,0.498,359973,TRUE,,,,,,,,,
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),pop,2002,0.859,0.658,255266,FALSE,,,,,,,,,
Nickelback,Someday,"rock, metal",2003,0.455,0.858,207466,FALSE,,,,,,,,,
Blue,U Make Me Wanna - Radio Edit,pop,2003,0.6,0.736,222400,FALSE,,,,,,,,,
Ashanti,Rain On Me,"hip hop, pop, R&B",2003,0.606,0.699,297960,FALSE,,,,,,,,,
Trapt,Headstrong,"rock, metal",2002,0.492,0.896,285569,TRUE,,,,,,,,,
Simply Red,Sunrise,"rock, R&B, Folk/Acoustic, pop",2008,0.791,0.733,199040,FALSE,,,,,,,,,
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)","pop, R&B",2003,0.811,0.657,184906,FALSE,,,,,,,,,
Girls Aloud,Sound Of The Underground,"pop, Dance/Electronic",2003,0.568,0.867,221426,FALSE,,,,,,,,,
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,"hip hop, pop, R&B",2016,0.527,0.808,293666,FALSE,,,,,,,,,
Room 5,Make Luv,Dance/Electronic,2003,0.883,0.887,212413,FALSE,,,,,,,,,
Fatman Scoop,Be Faithful,hip hop,2009,0.649,0.713,164506,TRUE,,,,,,,,,
Limp Bizkit,Behind Blue Eyes,metal,2003,0.595,0.489,269973,FALSE,,,,,,,,,
Sugababes,Too Lost In You,"pop, R&B",2003,0.586,0.705,237693,FALSE,,,,,,,,,
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack","hip hop, pop",2003,0.802,0.863,219400,TRUE,,,,,,,,,
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,"hip hop, pop",2003,0.894,0.404,236506,TRUE,,,,,,,,,
Chingy,Right Thurr,"hip hop, pop, R&B",2003,0.866,0.749,250746,TRUE,,,,,,,,,
Eminem,Sing For The Moment,hip hop,2002,0.668,0.824,339546,TRUE,,,,,,,,,
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,"hip hop, pop, R&B",2003,0.853,0.752,234800,TRUE,,,,,,,,,
Mýa,My Love Is Like...Wo - Main Mix,"pop, R&B",2003,0.831,0.695,209533,FALSE,,,,,,,,,
50 Cent,21 Questions,"hip hop, pop",2003,0.646,0.813,224440,TRUE,,,,,,,,,
Nelly,Air Force Ones,"hip hop, pop, R&B",2002,0.784,0.459,304000,TRUE,,,,,,,,,
Missy Elliott,Gossip Folks (feat. Ludacris),"hip hop, pop, R&B",2002,0.707,0.538,234893,TRUE,,,,,,,,,
Girls Aloud,Jump,"pop, Dance/Electronic",2003,0.658,0.826,220360,FALSE,,,,,,,,,
Ultrabeat,Pretty Green Eyes - Radio Edit,"pop, Dance/Electronic",2003,0.553,0.775,201920,FALSE,,,,,,,,,
Christina Aguilera,Fighter,pop,2002,0.435,0.92,245960,FALSE,,,,,,,,,
Frankie J,Don't Wanna Try,"hip hop, pop, R&B",2003,0.655,0.433,245293,FALSE,,,,,,,,,
Snoop Dogg,Beautiful,"hip hop, pop",2005,0.893,0.74,299146,TRUE,,,,,,,,,
Floetry,Say Yes,"hip hop, pop, R&B",2002,0.747,0.398,268373,FALSE,,,,,,,,,
Ginuwine,In Those Jeans,"hip hop, pop, R&B",2003,0.691,0.541,243306,TRUE,,,,,,,,,
Electric Six,Danger! High Voltage - Soulchild Radio Mix,rock,2003,0.66,0.698,214600,FALSE,,,,,,,,,
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,"pop, Dance/Electronic",2003,0.85,0.862,208386,FALSE,,,,,,,,,
Ludacris,Stand Up,"hip hop, pop",2003,0.751,0.84,213760,TRUE,,,,,,,,,
Nas,I Can,hip hop,2002,0.837,0.885,253720,FALSE,,,,,,,,,
3 Doors Down,When I'm Gone,"pop, rock, metal",2002,0.53,0.768,260333,FALSE,,,,,,,,,
Tyrese,How You Gonna Act Like That,"hip hop, pop, R&B",2002,0.733,0.521,294693,FALSE,,,,,,,,,
Justin Timberlake,Cry Me a River,pop,2002,0.624,0.654,288333,FALSE,,,,,,,,,
Westlife,Mandy,pop,2003,0.447,0.636,199320,FALSE,,,,,,,,,
No Doubt,It's My Life,"rock, pop",2003,0.612,0.735,226053,FALSE,,,,,,,,,
Amanda Perez,Angel,"pop, R&B",2003,0.638,0.54,218760,FALSE,,,,,,,,,
JAY-Z,Excuse Me Miss,hip hop,2002,0.714,0.862,281240,TRUE,,,,,,,,,
Coldplay,Clocks,"rock, pop",2002,0.577,0.749,307879,FALSE,,,,,,,,,
Kelly Rowland,Stole,"hip hop, pop, R&B",2002,0.649,0.718,249293,FALSE,,,,,,,,,
Missy Elliott,Work It,"hip hop, pop, R&B",2002,0.884,0.677,263226,TRUE,,,,,,,,,
Ashanti,Rock Wit U (Awww Baby),"hip hop, pop, R&B",2003,0.71,0.797,209120,FALSE,,,,,,,,,
Junior Senior,Move Your Feet,pop,2002,0.747,0.904,181826,FALSE,,,,,,,,,
Audioslave,Like a Stone,"rock, metal",2002,0.614,0.568,293960,FALSE,,,,,,,,,
Sean Paul,Like Glue,"hip hop, pop",2002,0.757,0.78,232506,FALSE,,,,,,,,,
Jaheim,Put That Woman First,"pop, R&B",2002,0.649,0.536,245773,TRUE,,,,,,,,,
Jennifer Lopez,All I Have (feat. LL Cool J),"hip hop, pop, R&B",2002,0.701,0.669,254466,FALSE,,,,,,,,,
Monica,So Gone,"pop, R&B",2003,0.618,0.552,242773,FALSE,,,,,,,,,
Dido,White Flag,pop,2003,0.512,0.525,240040,FALSE,,,,,,,,,
The Roots,The Seed (2.0),hip hop,2002,0.758,0.957,267933,TRUE,,,,,,,,,
Chingy,Holidae In,"hip hop, pop, R&B",2003,0.81,0.791,314400,TRUE,,,,,,,,,
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),"hip hop, pop, R&B",2003,0.646,0.6,223973,TRUE,,,,,,,,,
Kelly Clarkson,Miss Independent,"pop, R&B",2003,0.656,0.615,214773,FALSE,,,,,,,,,
Ja Rule,Mesmerize,"hip hop, pop, R&B",2002,0.769,0.646,278693,TRUE,,,,,,,,,
Matchbox Twenty,Unwell,"pop, rock",2002,0.256,0.788,228706,FALSE,,,,,,,,,
Outkast,The Way You Move (feat. Sleepy Brown),"hip hop, pop",2003,0.871,0.597,234000,TRUE,,,,,,,,,
Fabolous,Into You (feat. Tamia),"hip hop, pop, R&B",2003,0.546,0.538,295773,TRUE,,,,,,,,,
Switchfoot,Meant to Live,"rock, pop",2003,0.397,0.903,201373,FALSE,,,,,,,,,
Daniel Bedingfield,If You're Not The One,pop,2002,0.688,0.538,257026,FALSE,,,,,,,,,
Good Charlotte,Lifestyles of the Rich & Famous,"rock, metal",2002,0.62,0.93,190173,FALSE,,,,,,,,,
Wayne Wonder,No Letting Go,"hip hop, R&B",2003,0.496,0.819,202013,FALSE,,,,,,,,,
The Strokes,Reptilia,rock,2003,0.489,0.649,219826,FALSE,,,,,,,,,
Avril Lavigne,I'm with You,pop,2002,0.457,0.406,223066,FALSE,,,,,,,,,
Will Young,Leave Right Now,pop,2003,0.641,0.445,214733,FALSE,,,,,,,,,
Usher,Yeah! (feat. Lil Jon & Ludacris),"hip hop, pop, R&B",2004,0.894,0.791,250373,FALSE,,,,,,,,,
Maroon 5,This Love,pop,2002,0.712,0.862,206200,FALSE,,,,,,,,,
Britney Spears,Toxic,pop,2003,0.774,0.838,198800,FALSE,,,,,,,,,
Outkast,Hey Ya!,"hip hop, pop",2003,0.727,0.974,235213,FALSE,,,,,,,,,
Hoobastank,The Reason,"pop, rock, metal",2003,0.472,0.671,232800,FALSE,,,,,,,,,
Anastacia,Left Outside Alone,pop,2004,0.663,0.746,257426,FALSE,,,,,,,,,
Daddy Yankee,Gasolina,latin,2004,0.857,0.801,192600,FALSE,,,,,,,,,
Black Eyed Peas,Let's Get It Started - Spike Mix,"hip hop, pop",2004,0.785,0.799,217733,FALSE,,,,,,,,,
O-Zone,Dragostea Din Tei,pop,2004,0.809,0.965,215431,FALSE,,,,,,,,,
Terror Squad,Lean Back,hip hop,2004,0.783,0.916,247426,TRUE,,,,,,,,,
Anastacia,Sick and Tired,pop,1999,0.598,0.868,212266,FALSE,,,,,,,,,
Gwen Stefani,What You Waiting For?,"pop, R&B",2004,0.676,0.948,221226,FALSE,,,,,,,,,
Ashanti,Only U - No Intro,"hip hop, pop, R&B",2004,0.601,0.621,186306,FALSE,,,,,,,,,
The Rasmus,In the Shadows,metal,2003,0.6,0.796,257920,FALSE,,,,,,,,,
Houston,I Like That,"hip hop, pop",2004,0.797,0.502,236520,FALSE,,,,,,,,,
Beyoncé,Naughty Girl,"pop, R&B",2003,0.735,0.466,208600,FALSE,,,,,,,,,
Linkin Park,Numb,"rock, metal",2003,0.496,0.863,185586,FALSE,,,,,,,,,
Lloyd Banks,On Fire,"hip hop, pop",2004,0.759,0.825,187280,TRUE,,,,,,,,,
Akon,Locked Up,pop,2004,0.818,0.579,235066,TRUE,,,,,,,,,
D12,My Band,"hip hop, pop, rock",2004,0.851,0.849,298773,TRUE,,,,,,,,,
Jay Sean,Eyes On You - Radio Mix,"hip hop, pop, R&B",2004,0.802,0.672,190493,FALSE,,,,,,,,,
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,pop,2016,0.833,0.515,257333,FALSE,,,,,,,,,
Destiny's Child,Lose My Breath,"pop, R&B",2004,0.814,0.899,242013,FALSE,,,,,,,,,
Eric Prydz,Call on Me - Radio Mix,"pop, Dance/Electronic",2004,0.597,0.837,171360,FALSE,,,,,,,,,
Ciara,Goodies (feat. Petey Pablo),"pop, R&B",2004,0.826,0.647,223000,FALSE,,,,,,,,,
Kelis,Trick Me,"pop, R&B, Dance/Electronic",2003,0.97,0.72,206106,TRUE,,,,,,,,,
LL Cool J,Headsprung,"hip hop, pop, R&B",2004,0.718,0.786,267320,FALSE,,,,,,,,,
Spiderbait,Black Betty - Edit,rock,2004,0.562,0.865,205973,FALSE,,,,,,,,,
George Michael,Amazing,set(),2004,0.805,0.754,265826,FALSE,,,,,,,,,
Britney Spears,My Prerogative,pop,2004,0.749,0.938,213893,FALSE,,,,,,,,,
Nina Sky,Move Ya Body,"pop, R&B",2004,0.87,0.712,232000,FALSE,,,,,,,,,
Baby Bash,Suga Suga,"hip hop, pop, R&B, latin",2003,0.662,0.748,239026,FALSE,,,,,,,,,
Petey Pablo,Freek-A-Leek,"hip hop, pop",2003,0.737,0.697,235186,TRUE,,,,,,,,,
JAY-Z,Dirt Off Your Shoulder,hip hop,2003,0.779,0.655,245173,TRUE,,,,,,,,,
Juanes,La Camisa Negra,"pop, latin",2004,0.751,0.731,216706,FALSE,,,,,,,,,
Avril Lavigne,Nobody's Home,pop,2004,0.348,0.907,212413,FALSE,,,,,,,,,
Robbie Williams,Radio,"pop, rock",2004,0.607,0.874,233600,FALSE,,,,,,,,,
Black Eyed Peas,Hey Mama,"hip hop, pop",2003,0.86,0.866,214893,TRUE,,,,,,,,,
Ying Yang Twins,Salt Shaker,"hip hop, pop",2003,0.884,0.697,252440,TRUE,,,,,,,,,
Enrique Iglesias,Not In Love - Radio Mix,"pop, latin",2003,0.762,0.885,223133,FALSE,,,,,,,,,
Kelis,Milkshake,"pop, R&B, Dance/Electronic",2003,0.881,0.774,182626,FALSE,,,,,,,,,
Linkin Park,Breaking the Habit,"rock, metal",2003,0.579,0.849,196906,FALSE,,,,,,,,,
JoJo,Leave (Get Out) - Radio Edit,"hip hop, pop, R&B",2005,0.656,0.513,242746,FALSE,,,,,,,,,
Christina Milian,Dip It Low,"hip hop, pop, R&B",2004,0.752,0.722,197186,FALSE,,,,,,,,,
Avant,Read Your Mind,"pop, R&B",2003,0.755,0.381,263506,FALSE,,,,,,,,,
Eminem,Just Lose It,hip hop,2004,0.94,0.633,248680,TRUE,,,,,,,,,
Sugababes,Too Lost In You,"pop, R&B",2003,0.586,0.705,237693,FALSE,,,,,,,,,
Snoop Dogg,Drop It Like It's Hot,"hip hop, pop",2004,0.892,0.628,266066,TRUE,,,,,,,,,
Sean Paul,I'm Still in Love with You (feat. Sasha),"hip hop, pop",2002,0.765,0.666,273360,FALSE,,,,,,,,,
The Shapeshifters,Lola's Theme - Radio Edit,Dance/Electronic,2004,0.748,0.845,207066,FALSE,,,,,,,,,
D12,How Come,"hip hop, pop, rock",2004,0.745,0.858,249533,TRUE,,,,,,,,,
Basement Jaxx,Good Luck,"pop, Dance/Electronic",2003,0.571,0.968,282306,FALSE,,,,,,,,,
Kevin Lyttle,Turn Me On,hip hop,2004,0.677,0.682,192106,FALSE,,,,,,,,,
Chingy,One Call Away,"hip hop, pop, R&B",2003,0.765,0.821,276800,FALSE,,,,,,,,,
T.I.,Bring Em Out,"hip hop, pop",2004,0.759,0.891,216706,TRUE,,,,,,,,,
DJ Casper,Cha Cha Slide - Hardino Mix,set(),2004,0.853,0.911,222146,FALSE,,,,,,,,,
Kylie Minogue,I Believe in You,"pop, Dance/Electronic",2004,0.548,0.785,200973,FALSE,,,,,,,,,
Twista,Overnight Celebrity,"hip hop, pop, R&B",2004,0.828,0.792,233360,TRUE,,,,,,,,,
N.E.R.D,She Wants To Move,hip hop,2004,0.766,0.851,213786,FALSE,,,,,,,,,
Britney Spears,Everytime,pop,2003,0.398,0.284,230306,FALSE,,,,,,,,,
U2,Vertigo,"World/Traditional, rock",2004,0.416,0.819,193520,FALSE,,,,,,,,,
Franz Ferdinand,Take Me Out,rock,2004,0.277,0.663,237026,FALSE,,,,,,,,,
J-Kwon,Tipsy - Club Mix,"hip hop, pop",2001,0.925,0.741,247106,TRUE,,,,,,,,,
G-Unit,Wanna Get To Know You,"hip hop, pop",2003,0.513,0.826,265026,TRUE,,,,,,,,,
Lil' Flip,Sunshine (feat. Lea),"hip hop, pop",2004,0.814,0.387,225173,TRUE,,,,,,,,,
Kanye West,Jesus Walks,hip hop,2004,0.637,0.834,193733,TRUE,,,,,,,,,
Evanescence,My Immortal,metal,2003,0.19,0.265,262533,FALSE,,,,,,,,,
Nelly,My Place,"hip hop, pop, R&B",2004,0.6,0.641,336506,TRUE,,,,,,,,,
Lemar,If There's Any Justice,R&B,2004,0.706,0.665,229080,FALSE,,,,,,,,,
No Doubt,It's My Life,"rock, pop",2003,0.612,0.735,226053,FALSE,,,,,,,,,
Avril Lavigne,Don't Tell Me,pop,2004,0.523,0.795,202013,FALSE,,,,,,,,,
Twista,Slow Jamz,"hip hop, pop, R&B",2004,0.559,0.733,316053,TRUE,,,,,,,,,
Green Day,American Idiot,rock,2004,0.38,0.988,176346,TRUE,,,,,,,,,
Kelis,Millionaire,"pop, R&B, Dance/Electronic",2003,0.68,0.847,224933,FALSE,,,,,,,,,
Scissor Sisters,Comfortably Numb,"pop, rock, Dance/Electronic",2004,0.803,0.924,266040,FALSE,,,,,,,,,
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),"pop, R&B",2003,0.663,0.465,284160,FALSE,,,,,,,,,
Kanye West,Through The Wire,hip hop,2004,0.571,0.739,221226,TRUE,,,,,,,,,
Special D.,Come With Me - Radio Edit,pop,2004,0.739,0.999,185133,FALSE,,,,,,,,,
Ludacris,Splash Waterfalls,"hip hop, pop",2003,0.734,0.846,290760,TRUE,,,,,,,,,
Avril Lavigne,My Happy Ending,pop,2004,0.414,0.936,242413,TRUE,,,,,,,,,
Dido,White Flag,pop,2003,0.512,0.525,240040,FALSE,,,,,,,,,
Eamon,Fuck It (I Don't Want You Back),set(),2004,0.828,0.653,225106,TRUE,,,,,,,,,
Beyoncé,"Me, Myself and I","pop, R&B",2003,0.75,0.458,301133,FALSE,,,,,,,,,
3 Doors Down,Here Without You,"pop, rock, metal",2002,0.557,0.533,238733,FALSE,,,,,,,,,
Kanye West,All Falls Down,hip hop,2004,0.657,0.734,223506,TRUE,,,,,,,,,
Twista,Sunshine (feat. Anthony Hamilton),"hip hop, pop, R&B",2004,0.926,0.888,226013,TRUE,,,,,,,,,
Katie Melua,The Closest Thing to Crazy,"pop, easy listening, jazz",2003,0.562,0.219,252466,FALSE,,,,,,,,,
Usher,My Boo,"hip hop, pop, R&B",2004,0.662,0.507,223440,FALSE,,,,,,,,,
Lloyd,Southside,"hip hop, pop, R&B",2004,0.688,0.404,277840,FALSE,,,,,,,,,
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,Dance/Electronic,2004,0.668,0.905,171546,FALSE,,,,,,,,,
The Streets,Fit but You Know It,"hip hop, Dance/Electronic",2004,0.68,0.844,254266,TRUE,,,,,,,,,
JUVENILE,Slow Motion,"hip hop, pop",2003,0.713,0.734,248200,TRUE,,,,,,,,,
Outkast,The Way You Move (feat. Sleepy Brown),"hip hop, pop",2003,0.871,0.597,234000,TRUE,,,,,,,,,
Girls Aloud,Love Machine,"pop, Dance/Electronic",2004,0.663,0.95,205360,FALSE,,,,,,,,,
Jessica Simpson,With You,"pop, R&B",2003,0.553,0.756,191826,FALSE,,,,,,,,,
Eminem,Like Toy Soldiers,hip hop,2004,0.52,0.768,296880,TRUE,,,,,,,,,
Gary Jules,Mad World (Feat. Michael Andrews),pop,2001,0.345,0.0581,189506,FALSE,,,,,,,,,
Ashlee Simpson,Pieces Of Me,pop,2004,0.505,0.799,217440,FALSE,,,,,,,,,
Will Young,Leave Right Now,pop,2003,0.641,0.445,214733,FALSE,,,,,,,,,
Alicia Keys,You Don't Know My Name,"pop, R&B",2003,0.264,0.663,366733,FALSE,,,,,,,,,
Mariah Carey,We Belong Together,"pop, R&B",2005,0.84,0.476,201400,FALSE,,,,,,,,,
Mario,Let Me Love You,"pop, R&B",2004,0.656,0.578,256733,FALSE,,,,,,,,,
Kanye West,Gold Digger,hip hop,2005,0.629,0.696,207626,TRUE,,,,,,,,,
Rihanna,Pon de Replay,"hip hop, pop, R&B",2005,0.779,0.64,246960,FALSE,,,,,,,,,
50 Cent,Candy Shop,"hip hop, pop",2005,0.614,0.574,209106,TRUE,,,,,,,,,
James Blunt,You're Beautiful,pop,2005,0.675,0.479,209493,TRUE,,,,,,,,,
Green Day,Boulevard of Broken Dreams,rock,2004,0.49,0.679,261266,TRUE,,,,,,,,,
The Pussycat Dolls,Don't Cha,"pop, R&B",2005,0.875,0.631,272080,FALSE,,,,,,,,,
Daniel Powter,Bad Day,pop,2005,0.599,0.785,233640,FALSE,,,,,,,,,
Akon,Bananza (Belly Dancer),pop,2004,0.878,0.699,238493,FALSE,,,,,,,,,
Madonna,Hung Up,pop,2005,0.649,0.647,337733,FALSE,,,,,,,,,
50 Cent,Just A Lil Bit,"hip hop, pop",2005,0.489,0.692,237706,TRUE,,,,,,,,,
Crazy Frog,Axel F,pop,2005,0.86,0.907,168879,FALSE,,,,,,,,,
Eminem,Ass Like That,hip hop,2004,0.646,0.796,265480,TRUE,,,,,,,,,
Sean Paul,We Be Burnin',"hip hop, pop",2005,0.95,0.803,213066,FALSE,,,,,,,,,
Gwen Stefani,Rich Girl,"pop, R&B",2004,0.856,0.754,236213,FALSE,,,,,,,,,
The Chemical Brothers,Galvanize,Dance/Electronic,2005,0.745,0.714,393813,FALSE,,,,,,,,,
Fort Minor,Remember the Name (feat. Styles of Beyond),"hip hop, pop, rock",2005,0.688,0.835,230493,TRUE,,,,,,,,,
50 Cent,Disco Inferno,"hip hop, pop",2005,0.925,0.659,214226,TRUE,,,,,,,,,
The Game,How We Do,"hip hop, pop",2005,0.862,0.648,235533,TRUE,,,,,,,,,
